x,y,yaw,direction,curvature
350.9541,-567.0503,-0.42,True,6.051146565528584
351.2392,-567.1774,-0.4185,True,5.569555534685102
351.5245,-567.304,-0.417,True,7.523140565345269
351.8099,-567.4301,-0.4155,True,8.836332333785045
352.0954,-567.5558,-0.4139,True,6.094360396422433
352.3811,-567.6811,-0.4124,True,5.2848397867819275
352.6669,-567.8059,-0.4109,True,5.918115805478107
352.9529,-567.9302,-0.4093,True,7.471707904744733
353.2391,-568.0541,-0.4078,True,6.372408961726034
353.5254,-568.1775,-0.4063,True,7.339443041201307
353.8118,-568.3005,-0.4048,True,5.661210026851171
354.0984,-568.423,-0.4032,True,7.101801475982437
354.3852,-568.5451,-0.4017,True,6.086132012039818
354.6721,-568.6667,-0.3693,True,3.2915865625271836
354.942,-568.7606,-0.3348,True,13893.517938672248
355.2119,-568.8545,-0.335,True,3.6582549806648563
355.4817,-568.9485,-0.3351,True,2.2687851109104247
355.7516,-569.0425,-0.3352,True,5.750440275431122
356.0214,-569.1365,-0.3353,True,7.654160739558539
356.2912,-569.2305,-0.3355,True,2.8487580749072436
356.561,-569.3246,-0.3356,True,22.960195833251337
356.8308,-569.4187,-0.3357,True,3.0368113219947084
357.1006,-569.5129,-0.3358,True,3.0384506544460588
357.3704,-569.6071,-0.3359,True,23.071762422742992
357.6402,-569.7013,-0.3361,True,3.786436437935338
357.9099,-569.7955,-0.3362,True,2.065812791301199
358.1797,-569.8898,-0.3363,True,6.420004009297743
358.4494,-569.9841,-0.3364,True,8.970446123395593
358.7191,-570.0785,-0.3366,True,7.663287801667961
358.9888,-570.1728,-0.3367,True,1.0324081900201298
359.2585,-570.2672,-0.3368,True,3.220583160948386
359.5282,-570.3617,-0.3369,True,2.8773873439670403
359.7978,-570.4562,-0.337,True,2.54830244063282
360.0675,-570.5507,-0.3372,True,3.9231633151262106
360.3371,-570.6452,-0.3373,True,2.1522549332951333
360.6067,-570.7398,-0.3374,True,5.173112561381679
360.8763,-570.8344,-0.3375,True,10.821546583423052
361.1459,-570.929,-0.3377,True,3.0127780769264354
361.4155,-571.0237,-0.3378,True,164.78482808386934
361.6851,-571.1184,-0.3379,True,3.426804009679765
361.9547,-571.2131,-0.338,True,1.7314048391409416
362.2242,-571.3079,-0.3382,True,15.86291800405333
362.4938,-571.4027,-0.3383,True,2.034624751417293
362.7633,-571.4976,-0.3384,True,2.008062570493859
363.0328,-571.5924,-0.3385,True,1.3680227732458243
363.3023,-571.6873,-0.3386,True,13.614936768109192
363.5718,-571.7823,-0.3388,True,6.705463630801535
363.8413,-571.8772,-0.3389,True,1.0745633931422445
364.1107,-571.9722,-0.339,True,16.86319215364824
364.3802,-572.0673,-0.3391,True,2.6037789399052333
364.6496,-572.1623,-0.3393,True,2.507278016260796
364.9191,-572.2574,-0.3394,True,2.1128066214787973
365.1885,-572.3526,-0.3395,True,1.9348130438230824
365.4579,-572.4477,-0.3396,True,1.4049516309966683
365.7273,-572.5429,-0.3397,True,18.312877780584586
365.9966,-572.6382,-0.3399,True,3.076344412803375
366.266,-572.7334,-0.34,True,1.0967502082285976
366.5354,-572.8287,-0.3401,True,3.9248099781408565
366.8047,-572.9241,-0.3402,True,1.3590377066252015
367.074,-573.0194,-0.3404,True,2.570021866829084
367.3434,-573.1148,-0.3405,True,2.196647126247991
367.6127,-573.2102,-0.3406,True,2.457127101773699
367.8819,-573.3057,-0.3407,True,1.7123579273552698
368.1512,-573.4012,-0.3409,True,6.218504045259086
368.4205,-573.4967,-0.341,True,1.6464897784199146
368.6897,-573.5923,-0.3411,True,2.605343404130934
368.959,-573.6879,-0.3412,True,4.228996159313665
369.2282,-573.7835,-0.3413,True,5.332886289214569
369.4974,-573.8792,-0.3415,True,10.905399654285542
369.7666,-573.9748,-0.3416,True,0.9573691974703573
370.0358,-574.0706,-0.3417,True,1.8044922040270486
370.305,-574.1663,-0.3418,True,1.4842995196003657
370.5742,-574.2621,-0.342,True,6.599748092782479
370.8433,-574.3579,-0.3421,True,3.9476719091338324
371.1125,-574.4538,-0.3422,True,14.814684385383126
371.3816,-574.5497,-0.3423,True,8.519087475683428
371.6507,-574.6456,-0.3424,True,5.941982051602958
371.9198,-574.7416,-0.3426,True,9.889462494293968
372.1889,-574.8375,-0.3427,True,0.9752991657825922
372.458,-574.9336,-0.3428,True,1.7463266750733821
372.7271,-575.0296,-0.3429,True,1.5269560025267692
372.9961,-575.1257,-0.3431,True,38.606648662370525
373.2652,-575.2218,-0.3432,True,1.7533150536996711
373.5342,-575.318,-0.3433,True,2.368811822852749
373.8032,-575.4142,-0.3434,True,7.327703102840836
374.0722,-575.5104,-0.3436,True,4.598759244170723
374.3412,-575.6066,-0.3437,True,1.3877631288730494
374.6102,-575.7029,-0.3438,True,15.435051884485581
374.8792,-575.7992,-0.3439,True,2.8530226629047095
375.1481,-575.8956,-0.344,True,1.5565527199206837
375.4171,-575.9919,-0.3442,True,1.6560966629665
375.686,-576.0884,-0.3443,True,1.3759227742134228
375.9549,-576.1848,-0.3444,True,1.9992625983480101
376.2238,-576.2813,-0.3445,True,6.434899240862072
376.4927,-576.3778,-0.3447,True,4.807925690993327
376.7616,-576.4743,-0.3448,True,1.4251693529069884
377.0305,-576.5709,-0.3449,True,21.620260748398078
377.2993,-576.6675,-0.345,True,160.80336773587626
377.5682,-576.7642,-0.3452,True,53.21990129836021
377.837,-576.8608,-0.3453,True,1.1755386563142234
378.1058,-576.9575,-0.3454,True,5.118634100250353
378.3747,-577.0543,-0.3455,True,8.250162615050996
378.6435,-577.1511,-0.3456,True,5.741242508536811
378.9122,-577.2479,-0.3458,True,34.323325819099516
379.181,-577.3447,-0.3459,True,1.4643058944230405
379.4498,-577.4416,-0.346,True,35.869033044093285
379.7185,-577.5385,-0.3461,True,39.03204473508787
379.9872,-577.6354,-0.3463,True,3.665307294333923
380.256,-577.7324,-0.3464,True,4.343897060903875
380.5247,-577.8294,-0.3465,True,5.67001007796063
380.7934,-577.9264,-0.3466,True,2.164320046478926
381.0621,-578.0235,-0.3467,True,5.18704632712399
381.3307,-578.1206,-0.3469,True,51.75905397110852
381.5994,-578.2177,-0.347,True,1.5052737178066968
381.868,-578.3149,-0.3471,True,3.02573651945202
382.1367,-578.4121,-0.3472,True,3.3850746098778055
382.4053,-578.5093,-0.3474,True,3.7990975658094284
382.6739,-578.6066,-0.3475,True,7.8039682746685
382.9425,-578.7039,-0.3476,True,6.347578512152286
383.2111,-578.8012,-0.3477,True,2.256212219733938
383.4797,-578.8986,-0.3479,True,26.849014741780028
383.7482,-578.996,-0.348,True,52.119565631363706
384.0168,-579.0934,-0.3481,True,1.5481807079494232
384.2853,-579.1909,-0.3482,True,2.860731279837096
384.5538,-579.2884,-0.3483,True,15.647870930500542
384.8223,-579.3859,-0.3485,True,3.941643447165673
385.0908,-579.4835,-0.3486,True,6.812231199439264
385.3593,-579.5811,-0.3487,True,7.199741367470079
385.6278,-579.6787,-0.3488,True,2.3552546754095993
385.8963,-579.7764,-0.349,True,35.55890929795622
386.1647,-579.8741,-0.3491,True,11805.97650718973
386.4331,-579.9718,-0.3492,True,3.502085224887239
386.7016,-580.0696,-0.3493,True,38.168928913451616
386.97,-580.1673,-0.3494,True,1.1671309461274728
387.2384,-580.2652,-0.3496,True,4.434982932557253
387.5068,-580.363,-0.3497,True,1.2916344458059388
387.7751,-580.4609,-0.3498,True,4.498926108972521
388.0435,-580.5588,-0.3499,True,2.462253654245908
388.3119,-580.6568,-0.3501,True,52.372140005147955
388.5802,-580.7548,-0.3502,True,52.17623856378909
388.8485,-580.8528,-0.3503,True,3.7527411998361946
389.1168,-580.9509,-0.3504,True,2.583138877673409
389.3851,-581.049,-0.3506,True,10.856695533559874
389.6534,-581.1471,-0.3507,True,2.1281570728551813
389.9217,-581.2452,-0.3508,True,1.323517882517459
390.19,-581.3434,-0.3509,True,9.787569407285904
390.4582,-581.4416,-0.351,True,22.706747966291083
390.7265,-581.5399,-0.3512,True,98.38188733665497
390.9947,-581.6382,-0.3513,True,26.281899436667707
391.2629,-581.7365,-0.3514,True,4.038807088548335
391.5311,-581.8348,-0.3515,True,1.8753115773284652
391.7993,-581.9332,-0.3517,True,12.066365553127946
392.0675,-582.0316,-0.3518,True,2.215176571258455
392.3356,-582.1301,-0.3519,True,1.8305331163302945
392.6038,-582.2286,-0.352,True,11.889361886316225
392.8719,-582.3271,-0.3522,True,6.439632983474756
393.14,-582.4256,-0.3523,True,1.677293486704098
393.4082,-582.5242,-0.3524,True,3.467109257564979
393.6763,-582.6228,-0.3525,True,4.368151533213295
393.9443,-582.7215,-0.3526,True,1.2999998597204794
394.2124,-582.8201,-0.3528,True,1.8417920509147174
394.4805,-582.9188,-0.3529,True,2.3085043054418812
394.7485,-583.0176,-0.353,True,1.7693404594241127
395.0166,-583.1164,-0.3531,True,15.092629051674551
395.2846,-583.2152,-0.3533,True,6.856063106794663
395.5526,-583.314,-0.3534,True,1.732068874545611
395.8206,-583.4129,-0.3535,True,13.29947604312026
396.0886,-583.5118,-0.3536,True,4.751150745822986
396.3566,-583.6107,-0.3537,True,2.015553705775395
396.6246,-583.7097,-0.3539,True,15.450482186682304
396.8925,-583.8087,-0.354,True,14.59978824351472
397.1605,-583.9078,-0.3541,True,4.217427560463382
397.4284,-584.0068,-0.3542,True,1.5632124352644388
397.6963,-584.1059,-0.3544,True,7.324193813286219
397.9642,-584.2051,-0.3545,True,2.637751237031692
398.2321,-584.3043,-0.3546,True,10.702704183047345
398.5,-584.4035,-0.3547,True,5.201772926788835
398.7678,-584.5027,-0.3549,True,4.806554229559637
399.0357,-584.602,-0.355,True,8.958561039589785
399.3035,-584.7013,-0.3551,True,20.140111825770514
399.5714,-584.8006,-0.3552,True,1.464027027623086
399.8392,-584.9,-0.3553,True,3.158009993573424
400.107,-584.9994,-0.3555,True,7.853936781631221
400.3748,-585.0988,-0.3556,True,1.8508181460182804
400.6426,-585.1983,-0.3557,True,8.97270410111205
400.9103,-585.2978,-0.3558,True,5.7437447054086155
401.1781,-585.3973,-0.356,True,2.682360185447102
401.4458,-585.4969,-0.3561,True,3.9279444177976006
401.7136,-585.5965,-0.3562,True,2.6332602746505485
401.9813,-585.6961,-0.3563,True,3.157859027619962
402.249,-585.7958,-0.3565,True,40.652488211501336
402.5167,-585.8955,-0.3566,True,4.228945408384367
402.7844,-585.9952,-0.3567,True,1.9152368874194905
403.052,-586.0949,-0.3568,True,2.180957996110375
403.3197,-586.1947,-0.3569,True,6.390987938066529
403.5873,-586.2946,-0.3571,True,3.5803354407997996
403.855,-586.3944,-0.3572,True,0.9866173055786369
404.1226,-586.4943,-0.3573,True,78.91673395540319
404.3902,-586.5942,-0.3574,True,3.3522083546731323
404.6578,-586.6942,-0.3576,True,29.78392106035375
404.9254,-586.7942,-0.3577,True,4.576158580149757
405.1929,-586.8942,-0.3578,True,6.49419366460461
405.4605,-586.9943,-0.3579,True,6.813743139662562
405.728,-587.0944,-0.358,True,4.729145142569352
405.9956,-587.1945,-0.3582,True,2.8154520105848135
406.2631,-587.2946,-0.3583,True,1.5494458411844638
406.5306,-587.3948,-0.3584,True,183.43021218945344
406.7981,-587.4951,-0.3585,True,1.523867103924333
407.0656,-587.5953,-0.3587,True,2.348795526650321
407.3331,-587.6956,-0.3588,True,4.979286150989754
407.6005,-587.7959,-0.3589,True,7.392447213404904
407.868,-587.8963,-0.359,True,6.095882144442215
408.1354,-587.9967,-0.3592,True,35.79664968814582
408.4028,-588.0971,-0.3593,True,2.9282714910836116
408.6702,-588.1975,-0.3594,True,1.5945768433728549
408.9376,-588.298,-0.3595,True,42.8816639655122
409.205,-588.3985,-0.3596,True,3.8118121286355
409.4724,-588.4991,-0.3598,True,19.550333432581798
409.7397,-588.5997,-0.3599,True,5.924764318470445
410.0071,-588.7003,-0.36,True,2.131763635149271
410.2744,-588.8009,-0.3601,True,2.484935492550306
410.5417,-588.9016,-0.3603,True,52.851562670074976
410.809,-589.0023,-0.3604,True,3.091370887114524
411.0763,-589.1031,-0.3605,True,3.061847050318864
411.3436,-589.2038,-0.3606,True,1.1176186763838984
411.6109,-589.3047,-0.3608,True,4.935938876996126
411.8782,-589.4055,-0.3609,True,1.2253433114738865
412.1454,-589.5064,-0.361,True,5.348116359199485
412.4126,-589.6073,-0.3611,True,10.138435982927456
412.6799,-589.7082,-0.3612,True,1.3556604050465038
412.9471,-589.8092,-0.3614,True,99.5986532899814
413.2143,-589.9102,-0.3615,True,3.270836376682572
413.4815,-590.0113,-0.3616,True,2.9074146568015173
413.7486,-590.1123,-0.3617,True,1.911422207676271
414.0158,-590.2134,-0.3619,True,3.897778794793743
414.2829,-590.3146,-0.362,True,2.038586331422921
414.5501,-590.4158,-0.3621,True,6.696501888228307
414.8172,-590.517,-0.3622,True,12.38823856693724
415.0843,-590.6182,-0.3623,True,2.7296257090774056
415.3514,-590.7195,-0.3625,True,770.6837879046524
415.6185,-590.8208,-0.3626,True,3.469097479998676
415.8856,-590.9221,-0.3627,True,1.7423918224073953
416.1526,-591.0235,-0.3628,True,2.324434727568757
416.4197,-591.1249,-0.363,True,4.031601164005464
416.6867,-591.2263,-0.3631,True,2.344078999346334
416.9537,-591.3278,-0.3632,True,4.493338386425624
417.2208,-591.4293,-0.3633,True,2.3897665657001186
417.4878,-591.5308,-0.3635,True,3.1527154022343784
417.7547,-591.6324,-0.3636,True,2.700891232565354
418.0217,-591.734,-0.3637,True,3.689078759209794
418.2887,-591.8356,-0.3638,True,1.7961455466322833
418.5556,-591.9373,-0.3639,True,2.232081727979171
418.8226,-592.039,-0.3641,True,4.172445702582158
419.0895,-592.1407,-0.3642,True,2.4459073221802825
419.3564,-592.2425,-0.3643,True,4.1682703366174
419.6233,-592.3443,-0.3644,True,21.85913775717857
419.8902,-592.4461,-0.3646,True,3.241187941001369
420.1571,-592.548,-0.3647,True,31.727913969674507
420.4239,-592.6499,-0.3648,True,9.747569826802719
420.6908,-592.7518,-0.3649,True,1.8523198572451403
420.9576,-592.8538,-0.365,True,2.148141307805056
421.2245,-592.9558,-0.3652,True,4.3207416839016295
421.4913,-593.0578,-0.3653,True,2.5550587926665425
421.7581,-593.1599,-0.3654,True,3.8915437126070884
422.0249,-593.2619,-0.3655,True,1.038802909205813
422.2916,-593.3641,-0.3657,True,2.892523065169094
422.5584,-593.4662,-0.3658,True,1.1290407023853914
422.8252,-593.5684,-0.3659,True,4.209209705320694
423.0919,-593.6706,-0.366,True,6.046110832412329
423.3586,-593.7729,-0.3662,True,10.148324013767734
423.6253,-593.8752,-0.3663,True,11.290495083843158
423.892,-593.9775,-0.3664,True,2.6722461427075115
424.1587,-594.0799,-0.3665,True,3.653324116379734
424.4254,-594.1823,-0.3666,True,83.6158194452439
424.6921,-594.2847,-0.3668,True,3.4286203084439184
424.9587,-594.3871,-0.3669,True,1.9596918838198045
425.2254,-594.4896,-0.367,True,4.519109186427731
425.492,-594.5921,-0.3671,True,6.752603974611001
425.7586,-594.6947,-0.3673,True,9.347598125337504
426.0252,-594.7973,-0.3674,True,13.94651622413725
426.2918,-594.8999,-0.3675,True,2.7982697356399204
426.5584,-595.0025,-0.3676,True,1.5551497688755669
426.8249,-595.1052,-0.3678,True,25.530774571761103
427.0915,-595.2079,-0.3679,True,1.763905692192742
427.358,-595.3107,-0.368,True,2.271808666686371
427.6246,-595.4135,-0.3681,True,4.870796425708289
427.8911,-595.5163,-0.3682,True,7.627668094652362
428.1576,-595.6191,-0.3684,True,2.8474564407169174
428.4241,-595.722,-0.3685,True,18.131610260849197
428.6906,-595.8249,-0.3686,True,2.9340304320887376
428.957,-595.9279,-0.3687,True,1.499934280455607
429.2235,-596.0309,-0.3689,True,7.543443961244327
429.4899,-596.1339,-0.369,True,5.258735320027765
429.7564,-596.2369,-0.3691,True,1.195379326887695
430.0228,-596.34,-0.3692,True,5.840458109793589
430.2892,-596.4431,-0.4214,True,3.5047516108736527
430.5622,-596.5818,-0.4697,True,421.92910709285906
430.8354,-596.7203,-0.4692,True,389.33761266526517
431.1085,-596.8588,-0.4687,True,2.5375673002395156
431.3817,-596.997,-0.4682,True,13.403958578922833
431.655,-597.1351,-0.4677,True,8.922026046828739
431.9283,-597.2731,-0.4672,True,4.171438448311394
432.2017,-597.4109,-0.4667,True,10.133900868006279
432.4752,-597.5486,-0.4662,True,7.337452185513679
432.7487,-597.6862,-0.4657,True,3.7908383030464714
433.0222,-597.8236,-0.4652,True,4.706669872145644
433.2958,-597.9608,-0.4647,True,14.020414053176665
433.5695,-598.098,-0.4642,True,3.473956438800286
433.8432,-598.2349,-0.4637,True,17.428747810158896
434.1169,-598.3718,-0.4632,True,2.751752872395888
434.3908,-598.5084,-0.4627,True,21.727883496136535
434.6646,-598.645,-0.4622,True,2.863417735040484
434.9386,-598.7814,-0.4617,True,8.40974585438614
435.2126,-598.9176,-0.4612,True,14.975567741906747
435.4866,-599.0537,-0.4607,True,5.164982726299646
435.7607,-599.1897,-0.4602,True,4.319036535923244
436.0348,-599.3255,-0.4597,True,5.585226144763844
436.309,-599.4612,-0.4592,True,4.608036347225173
436.5833,-599.5968,-0.4587,True,3.920474648287768
436.8576,-599.7322,-0.4582,True,4.942721172398587
437.132,-599.8674,-0.4578,True,4711.24053757373
437.4064,-600.0025,-0.4573,True,7.91891424840071
437.6809,-600.1375,-0.4568,True,6.081776270068527
437.9554,-600.2723,-0.4563,True,8.988704857936908
438.23,-600.407,-0.4558,True,6.6914150853394645
438.5046,-600.5415,-0.4553,True,10.4110559319176
438.7793,-600.6759,-0.4548,True,7.446260919024303
439.054,-600.8101,-0.4543,True,12.393997606164028
439.3288,-600.9442,-0.4538,True,8.4049133849467
439.6037,-601.0782,-0.4533,True,6.354698220697624
439.8786,-601.212,-0.4528,True,9.662414849985689
440.1536,-601.3457,-0.4523,True,7.045703393682187
440.4286,-601.4792,-0.4518,True,11.383794370844399
440.7036,-601.6126,-0.4513,True,4.6825378996583025
440.9788,-601.7458,-0.4508,True,66.19565834933194
441.2539,-601.8789,-0.4503,True,5.06027737012475
441.5292,-602.0119,-0.4498,True,6.702253385301769
441.8045,-602.1447,-0.4493,True,10.565634629084977
442.0798,-602.2774,-0.4488,True,4.543197025111423
442.3552,-602.4099,-0.4483,True,12.72888967514702
442.6307,-602.5423,-0.4478,True,8.525091220098103
442.9062,-602.6745,-0.4473,True,16.047062404439423
443.1817,-602.8066,-0.4468,True,5.332580785812121
443.4573,-602.9386,-0.4463,True,4.418452742201395
443.733,-603.0704,-0.4458,True,11.797809423261826
444.0087,-603.202,-0.4453,True,34.06793055761728
444.2845,-603.3336,-0.4448,True,4.019362445354619
444.5604,-603.4649,-0.4443,True,13.637286763373913
444.8362,-603.5962,-0.4438,True,3.1437047091669537
445.1122,-603.7273,-0.4433,True,11.031493318666689
445.3882,-603.8582,-0.4428,True,28.751104110741387
445.6642,-603.989,-0.4423,True,6.269768564374157
445.9403,-604.1197,-0.4417,True,4.620622979133002
446.2165,-604.2502,-0.4412,True,8.469039596094065
446.4927,-604.3806,-0.4407,True,4.120919918301912
446.769,-604.5108,-0.4402,True,9.900144530824882
447.0453,-604.6409,-0.4397,True,4.435121926484087
447.3217,-604.7708,-0.4392,True,11.934522769247836
447.5981,-604.9006,-0.4387,True,4.804630521265384
447.8746,-605.0303,-0.4382,True,4.039954913197672
448.1511,-605.1598,-0.4377,True,5.245369118867172
448.4277,-605.2892,-0.4372,True,4.345958199247185
448.7044,-605.4184,-0.4367,True,11.30974416615023
448.9811,-605.5475,-0.4362,True,4.705345322441519
449.2578,-605.6764,-0.4357,True,6.442068293058838
449.5346,-605.8052,-0.4352,True,5.13333879570544
449.8115,-605.9338,-0.4347,True,18.840189210430733
450.0884,-606.0624,-0.4342,True,2.790305359568087
450.3654,-606.1907,-0.4337,True,28.41490153710461
450.6424,-606.3189,-0.4332,True,6.291779026985075
450.9195,-606.447,-0.4327,True,5.0318612502516515
451.1967,-606.575,-0.4322,True,4.190634762357531
451.4739,-606.7027,-0.4317,True,999.5973381921183
451.7511,-606.8304,-0.4312,True,3.28731373710944
452.0284,-606.9579,-0.4307,True,6.156539293781777
452.3058,-607.0853,-0.4302,True,4.939509373405395
452.5832,-607.2125,-0.4297,True,6.941100487804579
452.8606,-607.3395,-0.4292,True,11.692786233905267
453.1381,-607.4665,-0.4287,True,3.2522990886055156
453.4157,-607.5933,-0.4282,True,6.034175299218073
453.6934,-607.7199,-0.4277,True,41.69016919493076
453.971,-607.8464,-0.4272,True,4.347413958972155
454.2488,-607.9728,-0.4267,True,5.334163806566863
454.5266,-608.099,-0.4262,True,7.78464799206444
454.8044,-608.225,-0.4257,True,14.434239747506972
455.0823,-608.351,-0.4252,True,3.426791261637831
455.3603,-608.4768,-0.4247,True,6.663388268949893
455.6383,-608.6024,-0.4242,True,11.029595020431541
455.9163,-608.7279,-0.4237,True,4.685889269666471
456.1945,-608.8532,-0.4232,True,94.67804511179284
456.4726,-608.9784,-0.4227,True,5.149301728649354
456.7509,-609.1035,-0.4222,True,6.5428398922284075
457.0291,-609.2284,-0.4217,True,5.71860432673795
457.3075,-609.3532,-0.4212,True,7.476250991899925
457.5859,-609.4778,-0.4207,True,13.56331312423455
457.8643,-609.6023,-0.4202,True,5.098455719816573
458.1428,-609.7267,-0.4197,True,4.219971901771211
458.4214,-609.8509,-0.4192,True,10.502316374975381
458.7,-609.975,-0.4187,True,4.597195875689052
458.9786,-610.0989,-0.4182,True,6.370032992412616
459.2573,-610.2226,-0.4177,True,65.99846206875215
459.5361,-610.3463,-0.4172,True,4.183574134466023
459.8149,-610.4698,-0.4167,True,5.609524925681317
460.0938,-610.5931,-0.4162,True,27.4071234664519
460.3727,-610.7163,-0.4157,True,6.310757561764154
460.6517,-610.8394,-0.4152,True,5.0080905818366634
460.9308,-610.9623,-0.4147,True,17.25653937709042
461.2099,-611.085,-0.4142,True,306.2415939207865
461.489,-611.2077,-0.4137,True,3.3154841677809013
461.7682,-611.3302,-0.4132,True,6.255833477262987
462.0475,-611.4525,-0.4126,True,15.172659732745993
462.3268,-611.5747,-0.4121,True,4.981663393519564
462.6062,-611.6967,-0.4116,True,16.95176224740482
462.8856,-611.8187,-0.4111,True,2.7482701875910482
463.1651,-611.9404,-0.4106,True,25.78738517574269
463.4446,-612.062,-0.4101,True,6.241864560071038
463.7242,-612.1835,-0.4096,True,4.952697947238885
464.0038,-612.3049,-0.4091,True,3.093367611680242
464.2835,-612.426,-0.4086,True,504.6849440443417
464.5633,-612.5471,-0.4081,True,4.475555916009061
464.8431,-612.668,-0.4076,True,6.2077761112708885
465.1229,-612.7888,-0.4071,True,3.5431262272034787
465.4029,-612.9094,-0.4066,True,16.282398708886134
465.6828,-613.0299,-0.4061,True,3.8232730835169475
465.9628,-613.1502,-0.4056,True,8.345020791116692
466.2429,-613.2704,-0.4051,True,6.17488265331767
466.523,-613.3904,-0.4046,True,10.096519149859999
466.8032,-613.5103,-0.4041,True,7.080285657147935
467.0835,-613.6301,-0.4036,True,5.448532433367495
467.3638,-613.7497,-0.4031,True,8.303999945373306
467.6441,-613.8692,-0.4026,True,4.146551181922272
467.9245,-613.9885,-0.4021,True,10.04947963793959
468.205,-614.1077,-0.4016,True,7.043947715194092
468.4855,-614.2267,-0.4011,True,12.740515209955824
468.7661,-614.3456,-0.4006,True,8.262500122681747
469.0467,-614.4644,-0.4001,True,4.139484786090871
469.3273,-614.583,-0.3996,True,5.624237989784977
469.6081,-614.7014,-0.3991,True,24.059518628919655
469.8889,-614.8198,-0.3986,True,3.7997152689594076
470.1697,-614.9379,-0.3981,True,67.3890936278802
470.4506,-615.056,-0.3976,True,4.1318451078240175
470.7315,-615.1739,-0.3971,True,5.6222437029277845
471.0125,-615.2916,-0.3966,True,27.551551124260264
471.2936,-615.4092,-0.3961,True,12.614991131628825
471.5747,-615.5267,-0.3955,True,4.609011088322421
471.8559,-615.644,-0.395,True,8.412649280981553
472.1371,-615.7612,-0.3945,True,4.185580954050802
472.4184,-615.8782,-0.394,True,10.26354958633776
472.6997,-615.9951,-0.3935,True,4.600255992614053
472.9811,-616.1118,-0.393,True,13.174478526833935
473.2625,-616.2284,-0.3925,True,5.108503136358601
473.544,-616.3449,-0.392,True,4.182075231491973
473.8255,-616.4612,-0.3915,True,5.745960888584725
474.1071,-616.5774,-0.391,True,4.598013166518426
474.3888,-616.6934,-0.3905,True,13.14059817335667
474.6705,-616.8093,-0.39,True,5.108113145657162
474.9523,-616.925,-0.3895,True,18.38475884789227
475.2341,-617.0406,-0.389,True,5.748371695582554
475.5159,-617.1561,-0.4568,True,3.282638536130484
475.8288,-617.333,-0.5135,True,149.21136055542522
476.1415,-617.5088,-0.5114,True,7.685588455957835
476.4538,-617.6837,-0.5093,True,4.818517895401055
476.7658,-617.8575,-0.5072,True,5.64983899134177
477.0775,-618.0303,-0.5051,True,5.36082244811704
477.3889,-618.2021,-0.503,True,5.139084172748329
477.7,-618.3728,-0.5009,True,6.274466832146198
478.0109,-618.5426,-0.4988,True,5.45149379782993
478.3214,-618.7113,-0.4966,True,5.670045145469383
478.6316,-618.879,-0.4945,True,5.353739134651311
478.9416,-619.0456,-0.4923,True,7.503687317110213
